,Player,ID,Team,Opponent,Round,Kicks,Marks,Hand.Balls,Disp,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50,Clearances,Clangers,Frees.For,Frees.Against,Brownlow,Uncontested.Possessions,Contested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,X..Time.Played
206,Jesse Joyce,12449,GC,BL,1,10,7,8,18,0,0,0,2,0,4,0,0,2,0,0,7,12,1,0,1,0,0,78
207,Kade Kolodjashnij,12256,GC,BL,1,10,6,11,21,0,0,0,2,1,4,0,2,0,0,0,7,15,0,0,3,0,1,89
208,Sean Lemmens,12234,GC,BL,1,8,1,8,16,1,0,0,3,2,2,0,3,0,1,0,2,16,0,0,3,0,0,88
209,Tom Lynch,11948,GC,BL,1,8,5,4,12,3,2,0,1,1,2,0,1,1,0,0,8,4,2,5,1,0,2,95
210,Jarryd Lyons,12067,GC,BL,1,12,2,8,20,0,0,0,5,1,6,3,6,0,1,0,8,11,0,1,2,0,3,69
211,Jack Martin,12236,GC,BL,1,8,4,10,18,0,0,0,1,3,3,1,5,0,3,0,8,11,2,0,2,0,0,84
212,Steven May,11940,GC,BL,1,10,6,6,16,0,0,0,1,2,1,0,1,2,1,0,7,9,2,0,13,3,0,97
213,Touk Miller,12331,GC,BL,1,12,4,15,27,1,2,0,5,2,4,6,3,2,0,0,17,12,1,2,2,0,0,85
214,Matt Rosa,4133,GC,BL,1,5,3,14,19,0,1,0,1,1,0,0,2,0,1,0,3,16,0,1,2,0,0,84
215,Adam Saad,12330,GC,BL,1,11,2,4,15,0,1,0,2,4,5,1,0,1,0,1,4,9,2,0,2,12,2,71
216,Josh Schoenfeld,12466,GC,BL,1,4,3,6,10,1,0,0,4,0,0,1,0,0,0,0,3,6,0,1,2,0,0,74
217,Alex Sexton,12080,GC,BL,1,7,2,3,10,1,0,0,2,1,4,2,2,2,1,0,4,7,0,0,0,0,0,80
218,Rory Thompson,11992,GC,BL,1,6,5,4,10,0,0,0,3,2,1,0,0,0,0,0,4,8,0,0,11,0,0,98
219,Jarrod Witts,12177,GC,BL,1,6,2,4,10,0,0,37,9,0,2,4,3,2,1,0,6,4,0,0,5,0,0,86
220,Peter Wright,12366,GC,BL,1,9,4,5,14,1,3,3,4,0,3,1,4,1,2,0,5,9,1,3,3,0,0,90
221,Grant Birchall,4149,HW,ES,1,12,4,10,22,0,0,0,1,2,4,0,1,0,1,0,3,19,0,0,2,0,0,83
222,Luke Breust,11954,HW,ES,1,9,3,7,16,1,1,0,2,0,2,2,1,0,1,0,8,8,1,2,0,0,0,84
223,Shaun Burgoyne,1126,HW,ES,1,11,4,11,22,0,1,0,0,3,5,1,3,1,0,0,6,14,0,0,2,0,1,81
224,Taylor Duryea,12163,HW,ES,1,7,4,5,12,0,0,0,0,1,4,0,2,0,1,0,4,10,0,0,2,1,0,76
225,James Frawley,11575,HW,ES,1,6,5,7,13,0,0,0,3,1,0,0,2,0,0,0,3,9,0,0,8,0,0,92
226,Josh Gibson,4145,HW,ES,1,8,3,6,14,0,0,0,1,2,0,0,3,2,2,0,5,9,0,0,9,0,0,95
227,Jack Gunston,11845,HW,ES,1,8,5,8,16,0,0,0,1,3,1,1,0,1,0,0,7,10,0,0,3,0,1,93
228,Billy Hartung,12274,HW,ES,1,12,3,9,21,1,1,0,0,4,1,3,2,0,0,0,7,14,0,0,3,0,0,75
229,Ricky Henderson,11832,HW,ES,1,13,3,8,21,0,0,0,2,3,1,0,2,0,1,0,3,18,0,0,0,0,1,70
230,Will Langford,12214,HW,ES,1,17,3,10,27,0,2,0,3,1,6,7,3,2,1,0,14,11,0,0,0,0,0,70
231,Ben McEvoy,11682,HW,ES,1,6,3,4,10,2,0,27,2,0,0,3,1,2,0,0,5,6,1,1,5,0,1,71
232,Tom Mitchell,12196,HW,ES,1,17,9,20,37,0,2,0,4,1,10,4,6,1,3,0,16,22,0,0,2,0,1,87
233,Jaeger OMeara,12141,HW,ES,1,9,3,14,23,0,3,0,1,1,2,8,4,0,2,0,14,9,0,1,1,0,1,76
234,Paul Puopolo,11942,HW,ES,1,5,2,8,13,2,0,0,7,0,2,1,3,2,1,0,4,8,0,0,1,0,0,87
235,Cyril Rioli,11632,HW,ES,1,7,1,1,8,1,1,0,3,0,0,0,3,0,1,0,4,3,0,1,2,0,0,73
236,Jarryd Roughead,4078,HW,ES,1,8,4,4,12,2,1,0,6,0,3,2,2,1,1,0,5,7,2,2,3,0,0,95
237,Ryan Schoenmakers,11720,HW,ES,1,9,5,2,11,1,0,1,1,2,1,0,0,0,0,0,6,5,1,1,3,0,0,84
238,Liam Shiels,11760,HW,ES,1,11,4,9,20,1,0,0,2,4,5,1,3,0,0,0,8,11,0,0,3,0,0,91
239,James Sicily,12332,HW,ES,1,5,4,6,11,0,0,0,1,0,1,0,3,1,2,0,5,6,0,0,2,1,0,72
240,Isaac Smith,11941,HW,ES,1,18,5,4,22,1,0,0,1,3,9,2,0,0,0,0,5,18,0,0,1,3,0,84
241,Ben Stratton,11824,HW,ES,1,7,3,4,11,0,0,0,2,1,0,0,2,1,1,0,3,6,1,0,7,0,0,92
242,Ty Vickery,11767,HW,ES,1,5,2,7,12,0,2,11,5,1,2,3,2,2,2,0,7,4,0,1,1,0,0,71
243,Patrick Ambrose,12239,ES,HW,1,5,4,11,16,0,0,0,2,1,2,0,2,1,2,0,5,13,0,0,4,0,1,87
244,Mark Baguley,12107,ES,HW,1,8,8,9,17,0,0,0,3,2,0,2,2,0,0,0,9,9,2,0,6,0,0,86
245,Travis Colyer,11821,ES,HW,1,10,6,5,15,0,0,0,1,1,2,3,0,1,0,0,7,8,0,0,1,4,0,72
246,Joe Daniher,12199,ES,HW,1,12,7,5,17,3,3,4,1,0,4,2,1,2,0,0,6,11,1,3,1,0,1,87
247,Orazio Fantasia,12302,ES,HW,1,8,4,8,16,4,1,0,1,1,0,0,3,1,1,2,9,8,1,1,0,0,0,78
248,Martin Gleeson,12240,ES,HW,1,14,6,1,15,0,0,0,1,3,1,0,4,0,3,0,1,15,0,0,2,1,0,84
249,Brendon Goddard,1443,ES,HW,1,17,10,12,29,0,1,0,5,2,6,7,1,1,0,0,10,20,0,1,5,0,0,73
250,Josh Green,11960,ES,HW,1,8,4,3,11,0,0,0,1,0,4,0,1,0,0,0,5,7,0,0,1,0,2,77
251,Michael Hartley,12419,ES,HW,1,6,4,7,13,0,0,0,3,3,1,0,1,1,0,0,6,7,0,0,10,0,0,85
252,Dyson Heppell,11896,ES,HW,1,18,8,16,34,3,0,0,7,4,4,1,3,3,1,3,16,18,1,2,2,0,0,81
253,Cale Hooker,11702,ES,HW,1,7,2,3,10,3,1,0,1,0,1,2,1,1,0,0,7,3,1,1,2,0,1,86
254,Michael Hurley,11715,ES,HW,1,17,7,4,21,0,0,0,0,6,1,1,4,0,1,0,3,14,0,0,3,1,0,87
255,James Kelly,1141,ES,HW,1,11,8,10,21,0,0,0,1,3,2,1,0,0,0,0,3,18,0,0,2,0,1,86
256,Kyle Langford,12349,ES,HW,1,6,5,5,11,0,2,0,4,0,0,0,1,1,0,0,5,6,0,2,0,0,0,84
257,Anthony McDonald-Tipungwuti,12407,ES,HW,1,10,5,7,17,0,1,0,3,0,4,0,2,2,1,0,4,11,0,3,0,1,3,73
258,Andrew McGrath,12491,ES,HW,1,12,6,10,22,0,0,0,5,5,1,1,1,2,0,0,7,15,1,0,1,0,0,81
259,Shaun McKernan,11774,ES,HW,1,8,5,9,17,1,0,27,3,1,3,5,9,1,6,0,7,12,0,0,5,0,0,90
260,Zach Merrett,12241,ES,HW,1,23,7,14,37,0,1,0,3,2,7,5,3,1,1,1,12,25,0,0,1,0,0,80
261,Darcy Parish,12406,ES,HW,1,17,7,8,25,0,1,0,6,3,7,1,6,1,0,0,8,17,0,0,0,0,1,83
262,Brent Stanton,3939,ES,HW,1,15,10,4,19,2,0,0,1,3,2,0,1,0,0,0,1,18,0,0,0,0,0,78
263,Jobe Watson,1461,ES,HW,1,13,7,14,27,0,1,0,8,1,2,4,2,1,0,0,6,20,0,2,0,0,0,78
264,David Zaharakis,11729,ES,HW,1,11,5,7,18,1,0,0,5,4,2,1,3,0,0,0,7,13,0,1,1,1,1,84
265,Shaun Atley,11902,NM,WC,1,7,3,10,17,1,1,0,0,1,3,1,2,0,2,0,5,13,0,0,1,1,2,84
266,Ben Brown,12289,NM,WC,1,6,6,5,11,2,1,0,2,0,3,0,0,1,0,0,5,6,1,3,0,0,0,87
267,Trent Dumont,12343,NM,WC,1,15,2,10,25,0,0,0,3,4,6,5,8,2,2,0,12,13,0,0,1,0,1,73
268,Sam Gibson,12093,NM,WC,1,11,2,11,22,0,1,0,4,3,2,2,1,1,0,0,10,11,0,0,1,0,0,88
269,Todd Goldstein,11686,NM,WC,1,3,3,8,11,3,0,32,1,0,0,4,0,2,0,0,6,5,1,3,3,0,0,89
270,Lachlan Hansen,11542,NM,WC,1,5,2,4,9,0,0,0,2,1,0,0,1,1,1,0,2,7,0,0,1,0,0,86
271,Mitchell Hibberd,12503,NM,WC,1,3,2,7,10,0,0,0,1,1,2,0,3,0,3,0,1,9,0,0,1,0,0,84
272,Shaun Higgins,4180,NM,WC,1,13,2,12,25,0,1,0,4,0,7,11,1,1,0,0,14,13,0,0,0,0,1,85
273,Nathan Hrovat,12190,NM,WC,1,5,2,9,14,1,1,0,1,0,1,1,2,0,1,0,5,8,0,0,0,0,0,82
274,Jamie Macmillan,11862,NM,WC,1,8,1,10,18,0,0,0,2,5,2,0,1,0,0,0,3,15,0,0,2,0,0,85
275,Luke McDonald,12246,NM,WC,1,12,3,7,19,0,0,0,5,3,1,0,4,3,0,0,4,15,0,0,2,0,0,81
276,Declan Mountford,12501,NM,WC,1,1,3,10,11,0,0,0,3,0,2,0,0,0,0,0,2,9,0,1,0,0,2,71
277,Braydon Preuss,12500,NM,WC,1,4,2,1,5,1,0,19,2,0,0,2,1,0,1,0,4,1,2,1,1,0,0,76
278,Jy Simpkin,12502,NM,WC,1,2,2,7,9,0,0,0,2,0,1,0,2,0,1,0,6,3,0,2,0,0,0,81
279,Andrew Swallow,4176,NM,WC,1,13,3,10,23,0,1,0,8,1,4,6,4,1,0,0,10,14,0,1,6,0,1,69
280,Robbie Tarrant,11859,NM,WC,1,8,3,7,15,1,0,0,2,2,2,0,3,1,2,0,5,9,1,0,2,0,0,93
281,Lindsay Thomas,11540,NM,WC,1,8,1,4,12,0,2,0,6,0,4,0,1,4,0,0,7,5,0,1,0,0,2,75
282,Scott Thompson,11636,NM,WC,1,8,2,9,17,0,0,0,3,4,1,0,2,1,1,0,8,7,0,0,4,0,0,91
283,Kayne Turner,12304,NM,WC,1,3,2,6,9,2,0,0,2,0,1,0,0,0,0,0,2,7,0,1,1,0,0,77
284,Jarrad Waite,1418,NM,WC,1,12,7,5,17,1,7,0,4,0,1,0,1,1,0,0,8,9,2,6,0,0,2,80
285,Marley Williams,12084,NM,WC,1,4,0,7,11,0,0,0,3,3,1,0,2,0,0,0,3,9,0,0,3,0,0,91
286,Jack Ziebell,11724,NM,WC,1,17,1,14,31,1,0,0,5,1,8,5,7,1,2,0,15,16,1,0,0,0,1,71
287,Jamie Cripps,11937,WC,NM,1,12,6,3,15,3,2,0,5,0,5,2,3,1,2,0,7,9,1,4,0,0,0,84
288,Jack Darling,11905,WC,NM,1,5,3,2,7,2,0,3,5,0,5,0,1,0,1,0,1,6,0,1,0,0,1,87
289,Andrew Gaff,11904,WC,NM,1,20,13,16,36,0,0,0,3,2,3,1,2,1,0,1,5,35,0,3,2,2,2,90
290,Josh Hill,11602,WC,NM,1,8,2,7,15,1,2,0,3,2,4,2,1,1,1,0,4,11,0,0,0,0,1,75
291,Shannon Hurn,4162,WC,NM,1,14,8,7,21,0,1,0,3,3,4,1,2,2,1,0,5,14,1,0,2,0,2,89
292,Mark Hutchings,12187,WC,NM,1,10,2,6,16,0,0,0,2,1,2,2,2,0,0,0,4,11,0,0,0,0,1,56
293,Lewis Jetta,11804,WC,NM,1,4,0,5,9,1,0,0,2,0,1,1,1,0,0,0,2,7,0,0,0,0,0,87
294,Josh Kennedy,4169,WC,NM,1,12,9,4,16,7,0,0,4,0,2,0,2,2,2,3,11,6,3,6,3,0,3,98
295,Mark LeCras,4114,WC,NM,1,11,5,4,15,4,1,0,1,0,1,1,1,0,0,0,8,7,0,3,1,0,0,84
296,Eric Mackenzie,11596,WC,NM,1,6,3,5,11,0,0,0,1,4,0,0,0,0,0,0,2,8,0,0,7,0,0,100
297,Chris Masten,11638,WC,NM,1,12,7,11,23,0,0,0,5,2,4,2,1,2,0,0,6,17,0,0,0,0,0,77
298,Jeremy McGovern,12273,WC,NM,1,15,12,6,21,0,1,0,1,2,4,0,3,0,2,0,6,15,4,0,2,0,2,80
299,Sam Mitchell,1135,WC,NM,1,14,5,24,38,0,1,0,1,3,1,3,3,1,0,2,11,29,0,1,3,0,0,86
300,Jackson Nelson,12328,WC,NM,1,6,2,2,8,0,0,0,1,1,0,0,1,1,1,0,2,7,0,0,0,0,0,77
301,Drew Petrie,806,WC,NM,1,7,1,0,7,1,0,10,2,1,1,1,2,2,1,0,4,4,0,0,1,0,0,70
302,Matt Priddis,4186,WC,NM,1,7,3,22,29,0,0,0,5,0,3,6,3,0,2,0,13,16,0,0,0,0,2,83
303,Jack Redden,11780,WC,NM,1,10,8,12,22,0,0,0,8,2,3,2,2,1,0,0,5,17,0,0,0,0,1,73
304,Brad Sheppard,11843,WC,NM,1,10,6,6,16,0,0,0,3,3,0,0,5,0,2,0,2,14,0,0,1,0,0,84
305,Luke Shuey,11805,WC,NM,1,11,3,20,31,0,0,0,4,0,6,7,2,1,2,0,10,21,0,0,1,0,1,82
306,Nathan Vardy,11955,WC,NM,1,5,3,5,10,0,0,16,1,1,1,0,2,0,2,0,3,6,2,0,1,0,1,72
307,Sharrod Wellingham,11654,WC,NM,1,11,4,11,22,0,0,0,2,2,1,0,6,0,1,0,6,15,0,0,1,2,0,80
308,Elliot Yeo,12087,WC,NM,1,16,10,10,26,2,1,0,2,2,5,5,1,1,0,0,14,11,4,1,3,0,1,86
309,Rory Atkins,12381,AD,GW,1,14,5,5,19,3,0,0,7,0,10,1,2,1,0,3,6,14,0,1,0,4,2,82
310,Eddie Betts,4060,AD,GW,1,14,4,4,18,4,2,0,1,0,7,1,4,2,3,0,4,14,0,3,0,2,2,88
311,Luke Brown,12106,AD,GW,1,9,4,9,18,0,0,0,3,3,1,0,0,2,0,0,7,11,0,0,5,0,0,86
312,Charlie Cameron,12277,AD,GW,1,17,4,6,23,2,3,0,6,1,6,8,4,1,1,0,14,9,2,3,1,1,0,84
313,Matt Crouch,12258,AD,GW,1,9,3,20,29,0,0,0,5,2,2,4,3,1,0,0,15,15,0,0,2,1,0,78
314,Richard Douglas,2381,AD,GW,1,16,6,11,27,2,0,0,1,1,8,3,6,1,2,1,8,18,1,0,0,0,2,81
315,Curtly Hampton,12020,AD,GW,1,7,4,4,11,0,1,0,6,0,3,0,0,0,0,0,2,9,1,0,1,2,1,72
316,Kyle Hartigan,6623,AD,GW,1,8,8,6,14,0,0,0,3,1,0,0,4,1,0,0,5,10,0,0,6,0,0,86
317,Sam Jacobs,11708,AD,GW,1,3,2,10,13,0,0,28,3,1,3,3,5,2,4,0,6,6,0,0,2,0,0,91
318,Josh Jenkins,12074,AD,GW,1,16,7,4,20,3,3,3,0,0,4,1,5,0,3,0,5,15,0,3,3,0,2,84
319,Jake Kelly,12335,AD,GW,1,7,4,10,17,0,0,0,0,1,1,1,5,0,2,0,7,10,0,0,3,0,0,90
320,Riley Knight,12375,AD,GW,1,6,5,12,18,2,0,0,1,2,1,1,1,1,1,0,6,12,0,1,0,0,0,68
321,Rory Laird,12165,AD,GW,1,23,6,17,40,0,0,0,4,6,4,2,3,5,0,2,13,27,1,0,2,0,0,87
322,Tom Lynch,11865,AD,GW,1,10,4,7,17,0,0,0,1,0,1,0,3,0,2,0,5,11,0,0,0,1,2,88
323,David Mackay,11634,AD,GW,1,11,4,9,20,1,0,0,5,2,0,2,1,0,0,0,5,16,0,1,3,0,2,78
324,Mitch McGovern,12404,AD,GW,1,9,5,6,15,2,2,0,0,0,3,0,0,0,0,0,4,11,1,3,4,0,3,74
325,Troy Menzel,12189,AD,GW,1,11,3,3,14,1,0,0,3,2,1,1,1,2,0,0,8,6,0,1,1,0,0,74
326,Wayne Milera,12405,AD,GW,1,13,5,10,23,1,0,0,3,2,3,2,0,1,0,0,4,19,0,0,0,1,1,76
327,Andy Otten,11678,AD,GW,1,6,3,4,10,0,0,0,2,1,3,0,4,0,2,0,4,8,1,0,6,0,0,83
328,Rory Sloane,11792,AD,GW,1,9,0,15,24,0,0,0,4,2,1,9,3,1,2,0,13,10,0,0,2,0,1,74
329,Brodie Smith,11891,AD,GW,1,10,4,9,19,1,2,0,1,4,3,0,1,1,1,0,4,14,0,2,7,2,0,84
330,Daniel Talia,11989,AD,GW,1,2,1,4,6,0,0,0,1,1,0,0,3,0,1,0,2,3,0,0,7,0,0,93
331,Matt Buntine,12082,GW,AD,1,11,3,5,16,0,0,0,1,4,0,0,3,1,1,0,5,11,0,0,3,0,0,78
332,Jeremy Cameron,12017,GW,AD,1,9,5,3,12,4,0,0,3,0,1,1,3,0,2,0,3,9,0,1,2,0,0,86
333,Phil Davis,11825,GW,AD,1,10,5,4,14,0,0,0,2,4,1,0,3,3,1,0,6,7,1,0,7,0,1,93
334,Toby Greene,12025,GW,AD,1,11,6,5,16,1,2,0,2,0,7,1,4,1,2,0,8,9,2,3,0,0,1,91
335,Ryan Griffen,4080,GW,AD,1,9,2,7,16,0,1,0,3,1,2,5,5,0,1,0,9,7,0,0,0,3,0,77
336,Nick Haynes,12091,GW,AD,1,9,7,4,13,0,0,0,2,3,2,0,3,1,2,0,4,9,2,0,3,1,0,81
337,Steve Johnson,1140,GW,AD,1,14,7,4,18,1,2,0,2,0,3,0,4,1,0,0,5,10,0,4,1,0,2,88
338,Josh Kelly,12255,GW,AD,1,11,3,16,27,0,0,0,3,2,4,3,1,1,0,0,11,18,0,0,1,0,1,91
339,Adam Kennedy,12031,GW,AD,1,6,2,5,11,0,0,0,2,2,0,0,3,2,2,0,2,10,0,0,2,0,0,87
340,Matthew Kennedy,12455,GW,AD,1,5,2,9,14,1,0,0,1,0,1,2,2,1,0,0,5,8,1,0,1,0,0,75
341,Rory Lobb,12282,GW,AD,1,6,5,5,11,1,1,2,4,0,1,1,1,3,0,0,7,4,3,2,0,0,1,92
342,Shane Mumford,11656,GW,AD,1,1,3,8,9,0,0,41,5,0,0,5,3,4,3,0,7,3,0,0,1,0,0,92
343,Tendai Mzungu,11956,GW,AD,1,2,0,2,4,0,0,0,2,1,0,1,0,0,0,0,1,3,0,0,0,1,0,24
344,Jonathon Patton,12096,GW,AD,1,7,3,2,9,1,0,0,1,1,0,0,1,2,0,0,4,5,1,0,2,0,0,79
345,Tom Scully,11802,GW,AD,1,14,5,11,25,2,0,0,2,2,5,2,5,1,1,0,8,17,0,0,0,3,1,92
346,Heath Shaw,4132,GW,AD,1,21,6,2,23,0,0,0,0,9,0,0,2,1,0,0,5,14,1,0,1,3,0,86
347,Dylan Shiel,12022,GW,AD,1,15,4,10,25,0,0,0,3,1,4,9,5,1,2,0,12,12,0,0,1,0,1,69
348,Devon Smith,12029,GW,AD,1,10,4,3,13,3,0,0,1,0,5,1,2,0,1,0,3,10,0,1,0,0,2,81
349,Tim Taranto,12504,GW,AD,1,10,0,3,13,0,0,0,2,2,5,3,3,0,2,0,6,6,0,0,1,0,0,74
350,Adam Tomlinson,12027,GW,AD,1,9,6,3,12,0,0,0,2,5,0,0,1,0,0,0,2,10,0,0,6,0,0,97
351,Callan Ward,11677,GW,AD,1,8,3,13,21,0,1,0,3,0,1,3,1,0,1,0,8,12,0,0,2,1,1,89
352,Zac Williams,12175,GW,AD,1,17,7,10,27,0,0,0,4,5,5,1,4,1,1,0,9,16,1,0,0,1,0,78
353,Connor Blakely,12397,FR,GE,1,9,5,14,23,1,1,0,3,0,3,1,0,1,0,0,5,19,1,1,1,0,0,80
354,Zac Dawson,4141,FR,GE,1,2,0,3,5,0,0,0,3,1,0,1,1,2,1,0,5,1,0,0,7,0,0,97
355,Nat Fyfe,11834,FR,GE,1,12,6,16,28,1,0,0,5,1,5,6,6,4,2,0,14,13,2,1,3,0,1,94
356,Jonathon Griffin,11534,FR,GE,1,6,5,4,10,0,2,15,6,0,2,0,4,1,1,0,3,7,1,2,1,0,0,79
357,Joel Hamling,12359,FR,GE,1,4,4,4,8,0,0,0,1,2,0,0,2,0,1,0,1,6,0,0,3,0,0,91
358,Bradley Hill,12060,FR,GE,1,11,4,6,17,1,0,0,0,2,3,0,3,0,1,0,1,16,0,0,0,0,0,80
359,Stephen Hill,11716,FR,GE,1,19,4,6,25,1,0,0,4,1,6,8,0,0,0,0,12,13,1,0,2,0,2,80
360,Garrick Ibbotson,11580,FR,GE,1,10,5,10,20,0,0,0,0,5,0,0,0,0,0,0,5,14,1,0,5,0,0,77
361,Michael Johnson,4083,FR,GE,1,7,4,7,14,0,0,0,2,0,1,0,6,1,2,0,7,7,0,0,1,0,0,91
362,Shane Kersten,12287,FR,GE,1,5,3,2,7,0,0,0,1,0,1,0,6,0,2,0,3,5,0,0,1,0,0,79
363,Ed Langdon,12393,FR,GE,1,14,5,6,20,1,1,0,2,0,3,2,2,0,1,0,5,14,0,2,0,0,0,84
364,Cam McCarthy,12315,FR,GE,1,9,2,3,12,1,5,0,1,0,3,1,3,1,1,0,4,7,0,2,0,0,0,89
365,David Mundy,4088,FR,GE,1,17,2,14,31,0,2,0,0,1,9,9,2,0,1,0,14,17,0,0,1,0,2,70
366,Lachie Neale,12055,FR,GE,1,7,5,16,23,1,0,0,5,1,1,8,6,4,2,0,13,12,1,1,1,0,0,70
367,Danyle Pearce,4137,FR,GE,1,9,4,12,21,1,0,0,2,0,7,1,1,1,0,0,9,12,0,0,0,0,1,81
368,Aaron Sandilands,1421,FR,GE,1,4,1,11,15,0,0,48,0,1,2,9,3,1,0,0,8,8,0,0,3,0,0,85
369,Lee Spurr,12069,FR,GE,1,14,9,12,26,0,0,0,4,3,0,1,1,2,0,0,7,16,1,0,1,0,0,86
370,Nick Suban,11717,FR,GE,1,7,4,3,10,1,0,0,4,0,0,0,3,2,1,0,4,7,0,1,1,0,0,89
371,Cameron Sutcliffe,12104,FR,GE,1,15,6,6,21,0,0,0,0,2,0,0,2,0,1,0,2,18,0,0,3,0,0,76
372,Darcy Tucker,12426,FR,GE,1,5,3,10,15,0,0,0,0,0,0,0,1,1,0,0,6,9,0,0,0,0,2,53
373,Michael Walters,11763,FR,GE,1,5,2,3,8,1,0,0,1,0,0,2,1,1,1,0,6,3,1,1,2,0,0,89
374,Lachie Weller,12385,FR,GE,1,15,5,8,23,0,0,0,1,3,5,0,1,0,0,0,5,18,0,0,2,2,0,81
375,Mark Blicavs,12153,GE,FR,1,7,4,7,14,0,0,4,0,0,2,0,5,0,2,0,8,6,3,1,4,0,1,75
376,Nakia Cockatoo,12319,GE,FR,1,5,1,4,9,1,1,0,4,0,2,1,2,1,1,0,5,4,0,0,2,3,0,78
377,Josh Cowan,11962,GE,FR,1,6,2,8,14,0,0,0,4,1,2,1,2,1,1,0,5,9,0,0,1,0,0,65
378,Patrick Dangerfield,11700,GE,FR,1,9,4,15,24,3,0,0,9,0,3,4,7,1,2,2,15,11,2,3,2,2,1,91
379,Mitch Duncan,11798,GE,FR,1,15,9,15,30,1,1,0,6,3,3,4,4,1,2,1,9,20,0,1,1,0,0,82
380,Tom Hawkins,11548,GE,FR,1,8,5,5,13,3,1,0,3,0,4,0,3,1,1,0,11,2,4,1,2,0,2,93
381,Lachie Henderson,11637,GE,FR,1,14,11,5,19,0,0,0,1,5,0,0,4,1,2,0,2,17,0,0,4,0,0,95
382,George Horlin-Smith,12053,GE,FR,1,8,1,8,16,0,1,0,5,1,3,4,4,0,2,0,7,10,0,1,0,0,1,64
383,Tom Lonergan,4110,GE,FR,1,5,4,4,9,0,0,0,0,1,0,0,0,0,0,0,3,6,1,0,5,1,0,94
384,Andrew Mackie,3958,GE,FR,1,11,6,7,18,0,0,0,3,5,0,0,2,2,0,0,9,10,2,0,3,0,0,90
385,Lincoln McCarthy,12090,GE,FR,1,6,1,5,11,3,0,0,7,1,4,1,6,2,2,0,6,6,1,1,1,0,1,76
386,Daniel Menzel,11873,GE,FR,1,11,4,5,16,2,2,0,1,0,4,1,0,0,0,0,9,6,2,2,1,0,0,81
387,Steven Motlop,11818,GE,FR,1,8,1,10,18,3,0,0,2,0,3,2,3,0,1,0,6,13,0,0,0,9,0,86
388,Jordan Murdoch,12099,GE,FR,1,9,3,10,19,1,0,0,3,2,2,2,4,0,0,0,8,11,0,0,1,0,0,72
389,Brandan Parfitt,12506,GE,FR,1,2,2,7,9,0,0,0,3,1,1,0,0,1,0,0,3,7,0,0,3,1,1,68
390,Tom Ruggles,12425,GE,FR,1,12,3,9,21,0,0,0,3,5,3,1,3,3,1,0,9,10,1,0,3,0,1,68
391,Joel Selwood,11538,GE,FR,1,15,3,13,28,0,0,0,6,2,2,7,4,2,1,3,11,17,0,0,0,2,2,83
392,Rhys Stanley,11847,GE,FR,1,8,5,6,14,0,1,14,6,2,3,2,3,0,3,0,7,8,3,1,4,0,0,82
393,Tom Stewart,12505,GE,FR,1,7,2,3,10,0,0,0,2,1,0,0,0,1,0,0,4,5,1,0,2,1,0,87
394,Harry Taylor,11643,GE,FR,1,5,4,12,17,0,0,0,0,1,1,0,3,0,1,0,5,12,0,0,2,0,2,92
395,Jackson Thurlow,12185,GE,FR,1,7,2,3,10,0,0,0,1,3,0,0,1,0,0,0,2,7,0,0,1,0,0,86
396,Zach Tuohy,11973,GE,FR,1,16,6,8,24,1,0,0,3,3,1,3,0,1,0,0,6,15,0,0,2,0,0,92
397,David Astbury,11828,RI,CW,2,7,6,3,10,0,0,0,0,3,0,0,3,0,3,0,1,9,0,0,6,0,0,97
398,Dan Butler,12490,RI,CW,2,4,3,9,13,1,1,0,3,1,3,0,0,1,0,0,6,6,0,1,0,0,1,78
399,Josh Caddy,12010,RI,CW,2,14,4,5,19,1,2,0,5,2,1,4,1,1,0,0,8,9,0,2,1,0,0,83
400,Jason Castagna,12431,RI,CW,2,3,2,5,8,0,0,0,2,0,2,0,2,0,1,0,5,4,1,0,0,0,0,74
401,Reece Conca,11888,RI,CW,2,14,3,4,18,0,0,0,3,5,0,1,3,1,1,0,6,10,0,0,0,0,0,82
402,Trent Cotchin,11666,RI,CW,2,17,2,9,26,2,1,0,7,3,8,7,1,3,0,2,13,9,0,0,0,1,1,84
403,Shane Edwards,11557,RI,CW,2,12,3,5,17,1,2,0,6,3,4,3,3,2,1,0,9,7,1,1,0,0,0,74
404,Brandon Ellis,12034,RI,CW,2,11,3,3,14,1,1,0,3,3,1,1,3,1,0,0,6,8,0,0,0,0,1,82
405,Ben Griffiths,11850,RI,CW,2,5,4,1,6,0,1,3,0,0,3,1,4,1,3,0,4,2,2,1,1,0,0,49
406,Shaun Grigg,11594,RI,CW,2,10,4,7,17,1,0,0,1,1,1,3,2,1,0,0,9,8,0,0,0,0,0,87
407,Dylan Grimes,11879,RI,CW,2,2,2,1,3,0,0,0,4,0,1,0,1,0,1,0,1,1,1,0,5,0,0,68
408,Bachar Houli,11566,RI,CW,2,12,3,11,23,1,1,0,1,7,2,0,0,0,0,0,3,13,0,0,2,5,1,89
409,Kane Lambert,12333,RI,CW,2,2,2,10,12,0,0,0,1,0,2,0,2,0,1,0,5,7,0,0,1,0,0,82
